ufz_chemical_name	CAS_fixed	Inchikey	ScreeningMethod	class_1	class_2	class_3	MoA_broad	MoA_specific	molecular_target	sites_type	sites	MDL_ngL	unit	conc	Matrix
0235_Diclofenac	CASRN=15307-86-5	DCOPUUMXTXDBNB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-inflammatory/antirheumatic	NSAID	Antiinflammatory	Cyclooxygenase inhibition	Cyclooxygenase 1 and 2 (COX-1 and COX-2)	Freshwater	M_T1	1	ngL	251.565932	Water
0235_Diclofenac	CASRN=15307-86-5	DCOPUUMXTXDBNB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-inflammatory/antirheumatic	NSAID	Antiinflammatory	Cyclooxygenase inhibition	Cyclooxygenase 1 and 2 (COX-1 and COX-2)	Freshwater	M_T2	1	ngL	8.414943	Water
0238_Fluoranthene	CASRN=206-44-0	GVEPBJHOBDJJJI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Metabolic system, Endocrine	Immunmodulation, AhR agonist, Cyp1a inhibition, Estrogen receptor agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Estrogen receptor (ERα), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	A_R1	17.29375775356691	ngL	9.466	Water
0238_Fluoranthene	CASRN=206-44-0	GVEPBJHOBDJJJI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Metabolic system, Endocrine	Immunmodulation, AhR agonist, Cyp1a inhibition, Estrogen receptor agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Estrogen receptor (ERα), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	A_R2	17.29375775356691	ngL	9.529	Water
0238_Fluoranthene	CASRN=206-44-0	GVEPBJHOBDJJJI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Metabolic system, Endocrine	Immunmodulation, AhR agonist, Cyp1a inhibition, Estrogen receptor agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Estrogen receptor (ERα), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	A_RS2	17.29375775356691	ngL	1.049	Water
0238_Fluoranthene	CASRN=206-44-0	GVEPBJHOBDJJJI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Metabolic system, Endocrine	Immunmodulation, AhR agonist, Cyp1a inhibition, Estrogen receptor agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Estrogen receptor (ERα), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	M_T2	17.29375775356691	ngL	26.791	Water
0239_Pentachlorobenzene	CASRN=608-93-5	CEOCDNVZRAIOQZ-UHFFFAOYSA-N	GC-HRMS	POP	fungicide	chlorobenzene	unknown	n/a	n/a	Freshwater	M_T2	1.9401988813060327	ngL	1.413	Water
0240_Hexachlorobenzene	CASRN=118-74-1	CKAPSXZOOQJIBF-UHFFFAOYSA-N	GC-HRMS	POP	POP	chlorobenzene	unknown	n/a	n/a	Freshwater	M_R1	5.895268338587043	ngL	1.67	Water
0240_Hexachlorobenzene	CASRN=118-74-1	CKAPSXZOOQJIBF-UHFFFAOYSA-N	GC-HRMS	POP	POP	chlorobenzene	unknown	n/a	n/a	Freshwater	M_RS1	5.895268338587043	ngL	0.94	Water
0240_Hexachlorobenzene	CASRN=118-74-1	CKAPSXZOOQJIBF-UHFFFAOYSA-N	GC-HRMS	POP	POP	chlorobenzene	unknown	n/a	n/a	Freshwater	M_T3	5.895268338587043	ngL	0.368	Water
0246_Mefenamic acid	CASRN=61-68-7	HYYBABOKPJLUIN-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-inflammatory/antirheumatic	NSAID	Antiinflammatory	Cyclooxygenase inhibition	Cyclooxygenase 1 and 2 (COX-1 and COX-2)	Freshwater	A_R2	1	ngL	4.098851	Water
0246_Mefenamic acid	CASRN=61-68-7	HYYBABOKPJLUIN-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-inflammatory/antirheumatic	NSAID	Antiinflammatory	Cyclooxygenase inhibition	Cyclooxygenase 1 and 2 (COX-1 and COX-2)	Freshwater	M_R1	1	ngL	27.080674	Water
0246_Mefenamic acid	CASRN=61-68-7	HYYBABOKPJLUIN-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-inflammatory/antirheumatic	NSAID	Antiinflammatory	Cyclooxygenase inhibition	Cyclooxygenase 1 and 2 (COX-1 and COX-2)	Freshwater	M_T1	1	ngL	66.510546	Water
0246_Mefenamic acid	CASRN=61-68-7	HYYBABOKPJLUIN-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-inflammatory/antirheumatic	NSAID	Antiinflammatory	Cyclooxygenase inhibition	Cyclooxygenase 1 and 2 (COX-1 and COX-2)	Freshwater	M_T2	1	ngL	1.221655	Water
0246_Mefenamic acid	CASRN=61-68-7	HYYBABOKPJLUIN-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	anti-inflammatory/antirheumatic	NSAID	Antiinflammatory	Cyclooxygenase inhibition	Cyclooxygenase 1 and 2 (COX-1 and COX-2)	Freshwater	M_T3	1	ngL	0.988052	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	A_R1	250	ngL	2.145	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	A_R2	250	ngL	1.989	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	A_RS1	250	ngL	1.773	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	A_RS2	250	ngL	1.931	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	M_R1	250	ngL	3.782	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	M_RS1	250	ngL	1.924	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	M_T1	250	ngL	2.348	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	M_T2	250	ngL	2.666	Water
0254_Benzo(k)fluoranthene	CASRN=207-08-9	HAXBIWFMXWRORI-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	5-ring PAH	Nucleic acid damage	AhR agonist	Aryl hydrocarbon receptor (AhR)	Freshwater	M_T3	250	ngL	1.785	Water
0255_Metazachlor	CASRN=67129-08-2	STEPQTYSZVCJPV-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	chloroacetanilide	Lipid metabolism	VLCFA synthesis inhibition, Ergosterol biosynthesis inhibition	n/a	Freshwater	M_R1	0.7	ngL	0.890794	Water
0263_Phenanthrene	CASRN=85-01-8	YNPNZTXNASCQKK-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	3-ring PAH	Endocrine	n/a	n/a	Freshwater	A_R1	28.07952458960888	ngL	7.689	Water
0263_Phenanthrene	CASRN=85-01-8	YNPNZTXNASCQKK-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	3-ring PAH	Endocrine	n/a	n/a	Freshwater	A_R2	28.07952458960888	ngL	33.007	Water
0263_Phenanthrene	CASRN=85-01-8	YNPNZTXNASCQKK-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	3-ring PAH	Endocrine	n/a	n/a	Freshwater	A_RS2	28.07952458960888	ngL	9.363	Water
0263_Phenanthrene	CASRN=85-01-8	YNPNZTXNASCQKK-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	3-ring PAH	Endocrine	n/a	n/a	Freshwater	M_T2	28.07952458960888	ngL	200.477	Water
0263_Phenanthrene	CASRN=85-01-8	YNPNZTXNASCQKK-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	3-ring PAH	Endocrine	n/a	n/a	Freshwater	M_T3	28.07952458960888	ngL	1.189	Water
0264_Pyrene	CASRN=129-00-0	BBEAQIROQSPTKN-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Lipid metabolism	AhR agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	A_R1	20.590596711711076	ngL	10.453	Water
0264_Pyrene	CASRN=129-00-0	BBEAQIROQSPTKN-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Lipid metabolism	AhR agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	A_R2	20.590596711711076	ngL	20.455	Water
0264_Pyrene	CASRN=129-00-0	BBEAQIROQSPTKN-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Lipid metabolism	AhR agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	A_RS2	20.590596711711076	ngL	2.768	Water
0264_Pyrene	CASRN=129-00-0	BBEAQIROQSPTKN-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Lipid metabolism	AhR agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	M_R1	20.590596711711076	ngL	0.33	Water
0264_Pyrene	CASRN=129-00-0	BBEAQIROQSPTKN-UHFFFAOYSA-N	GC-HRMS	PAH	Parent PAH	4-ring PAH	Nucleic acid damage, Lipid metabolism	AhR agonist, PPAR receptor agonist	Aryl hydrocarbon receptor (AhR), Peroxisome proliferator-activated receptor (PPAR) gamma	Freshwater	M_T2	20.590596711711076	ngL	19.192	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	A_R1	0.5	ngL	12.010486	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	A_R2	0.5	ngL	5.311981	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	A_RS1	0.5	ngL	1.73641	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	A_RS2	0.5	ngL	419.129868	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	M_R1	0.5	ngL	2.182661	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	M_RS1	0.5	ngL	1.308774	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	M_T1	0.5	ngL	3.870889	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	M_T2	0.5	ngL	22.582211	Water
0265_Cholic acid	CASRN=81-25-4	BHQCQFFYRZLCQQ-OELDTZBJSA-N	LC-HRMS	natural compound	human metabolite	bile acid	Sterol biosynthesis inhibition	Cholesterol-7-α-hydroxylase downregulation	Cholesterol-7-alpha-hydroxylase	Freshwater	M_T3	0.5	ngL	22.746174	Water
0272_Perfluorohexanoic acid	CASRN=307-24-4	PXUULQAPEKKVAH-UHFFFAOYSA-N	LC-HRMS	PFAS	Perfluoroalkyl acids	Perfluoroalkyl carboxylic acids	unknown	n/a	n/a	Freshwater	A_R2	2	ngL	0.207499	Water
0272_Perfluorohexanoic acid	CASRN=307-24-4	PXUULQAPEKKVAH-UHFFFAOYSA-N	LC-HRMS	PFAS	Perfluoroalkyl acids	Perfluoroalkyl carboxylic acids	unknown	n/a	n/a	Freshwater	M_R1	2	ngL	0.54544	Water
0272_Perfluorohexanoic acid	CASRN=307-24-4	PXUULQAPEKKVAH-UHFFFAOYSA-N	LC-HRMS	PFAS	Perfluoroalkyl acids	Perfluoroalkyl carboxylic acids	unknown	n/a	n/a	Freshwater	M_T2	2	ngL	0.182751	Water
0274_Metolachlor	CASRN=51218-45-2	WVQBLGZPHOPPFO-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	chloroacetanilide	Lipid metabolism, Endocrine	VLCFA synthesis inhibition, Elongase inhibition, GGPP inhibition (Gibberellin pathway)	Geranylgeranyl pyrophosphate (GGGP) cyclase, Elongase	Freshwater	M_R1	0.7	ngL	180.460849	Water
0274_Metolachlor	CASRN=51218-45-2	WVQBLGZPHOPPFO-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	chloroacetanilide	Lipid metabolism, Endocrine	VLCFA synthesis inhibition, Elongase inhibition, GGPP inhibition (Gibberellin pathway)	Geranylgeranyl pyrophosphate (GGGP) cyclase, Elongase	Freshwater	M_T1	0.7	ngL	2.395052	Water
0276_Primidone	CASRN=125-33-7	DQMZLTXERSFNPB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	barbiturate derivative	Neuroactive	GABA(A) receptor potentiator	GABA(A) receptor	Freshwater	M_R1	10	ngL	13.241262	Water
0276_Primidone	CASRN=125-33-7	DQMZLTXERSFNPB-UHFFFAOYSA-N	LC-HRMS	pharmaceutical	antiepileptic	barbiturate derivative	Neuroactive	GABA(A) receptor potentiator	GABA(A) receptor	Freshwater	M_T1	10	ngL	40.275958	Water
0278_Enrofloxacin	CASRN=93106-60-6	SPFYMRJSYKOXGV-UHFFFAOYSA-N	LC-HRMS	veterinary pharmaceutical	antibiotic	fluoroquinolone	Antibiotic	Nucleic acid biosynthesis inhibition	DNA gyrase	Freshwater	M_T1	20	ngL	104.342604	Water
0282_Warfarin	CASRN=81-81-2	PJVWKTKQMONHTI-UHFFFAOYSA-N	LC-HRMS	biocide	rodenticide	coumarin	Vitamin K pathway	Vitamin K epoxide reductase inhibition	Vitamin K epoxide reductase	Freshwater	M_R1	0.5	ngL	0.404514	Water
0282_Warfarin	CASRN=81-81-2	PJVWKTKQMONHTI-UHFFFAOYSA-N	LC-HRMS	biocide	rodenticide	coumarin	Vitamin K pathway	Vitamin K epoxide reductase inhibition	Vitamin K epoxide reductase	Freshwater	M_T1	0.5	ngL	0.49628100000000003	Water
0282_Warfarin	CASRN=81-81-2	PJVWKTKQMONHTI-UHFFFAOYSA-N	LC-HRMS	biocide	rodenticide	coumarin	Vitamin K pathway	Vitamin K epoxide reductase inhibition	Vitamin K epoxide reductase	Freshwater	M_T2	0.5	ngL	0.374502	Water
0289_MCPA	CASRN=94-74-6	WHKUVVPPKQRRBV-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	phenoxyacetic acid	Synthetic Auxin	Synthetic Auxin	n/a	Freshwater	A_R2	1	ngL	2.964975	Water
0289_MCPA	CASRN=94-74-6	WHKUVVPPKQRRBV-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	phenoxyacetic acid	Synthetic Auxin	Synthetic Auxin	n/a	Freshwater	M_R1	1	ngL	2660.570332	Water
0289_MCPA	CASRN=94-74-6	WHKUVVPPKQRRBV-UHFFFAOYSA-N	LC-HRMS	pesticide	herbicide	phenoxyacetic acid	Synthetic Auxin	Synthetic Auxin	n/a	Freshwater	M_T1	1	ngL	85.639071	Water
0290_4-Methylbenzylidene camphor	CASRN=36861-47-9	HEOCBCNFKCOKBX-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	camphor	Cell and DNA protection, Endocrine	n/a	n/a	Freshwater	M_T1	0.5	ngL	5.16181	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	A_R1	1	ngL	0.357709	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	A_R2	1	ngL	37.749182	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	A_RS1	1	ngL	0.170952	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	A_RS2	1	ngL	0.21141	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	M_R1	1	ngL	224.00221	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	M_RS1	1	ngL	0.184968	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	M_T1	1	ngL	420.679618	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	M_T2	1	ngL	1.960851	Water
0293_Benzophenone-4	CASRN=4065-45-6	CXVGEDCSTKKODG-UHFFFAOYSA-N	LC-HRMS	personal care and household	UV filter	benzophenone	Cell and DNA protection, Endocrine	Estrogen receptor antagonist	Estrogen receptor	Freshwater	M_T3	1	ngL	0.267537	Water
0294_Benzyldimethyldodecylammonium	CASRN=10328-35-5	CYDRXTMLKJDRQH-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	A_R3	20	ngL	2.243	Water
0294_Benzyldimethyldodecylammonium	CASRN=10328-35-5	CYDRXTMLKJDRQH-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	A_RS2	20	ngL	3.290818	Water
0294_Benzyldimethyldodecylammonium	CASRN=10328-35-5	CYDRXTMLKJDRQH-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	M_T1	20	ngL	1.505218	Water
0294_Benzyldimethyldodecylammonium	CASRN=10328-35-5	CYDRXTMLKJDRQH-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	M_T2	20	ngL	869.1433	Water
0294_Benzyldimethyldodecylammonium	CASRN=10328-35-5	CYDRXTMLKJDRQH-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	M_T3	20	ngL	4.38183	Water
0295_Benzyldimethylhexadecylammonium	CASRN=10328-34-4	QDYLMAYUEZBUFO-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	Cell membrane disruption	n/a	n/a	Freshwater	A_R3	4	ngL	0.005	Water
0298_Hexadecyltrimethylammonium	CASRN=6899-10-1	RLGQACBPNDBWTB-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	A_R3	1	ngL	0.378	Water
0298_Hexadecyltrimethylammonium	CASRN=6899-10-1	RLGQACBPNDBWTB-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	A_RS2	1	ngL	2.888773	Water
0298_Hexadecyltrimethylammonium	CASRN=6899-10-1	RLGQACBPNDBWTB-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	M_T1	1	ngL	3.637435	Water
0298_Hexadecyltrimethylammonium	CASRN=6899-10-1	RLGQACBPNDBWTB-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	M_T2	1	ngL	2.779943	Water
0298_Hexadecyltrimethylammonium	CASRN=6899-10-1	RLGQACBPNDBWTB-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	M_T3	1	ngL	1.90558	Water
0300_Chlorophene	CASRN=120-32-1	NCKMMSIFQUPKCK-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	phenol	Cell membrane disruption, ATP inhibition	ATP synthase inhibition, Membrane protein transport inhibition	n/a	Freshwater	M_T2	2	ngL	3.647938	Water
0301_Chlorothalonil-4-hydroxy	CASRN=28343-61-5	MDQKYGOECVSPIW-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	aromatic compound	unknown	n/a	n/a	Freshwater	M_R1	1	ngL	8.311671	Water
0301_Chlorothalonil-4-hydroxy	CASRN=28343-61-5	MDQKYGOECVSPIW-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	aromatic compound	unknown	n/a	n/a	Freshwater	M_T1	1	ngL	3.551707	Water
0301_Chlorothalonil-4-hydroxy	CASRN=28343-61-5	MDQKYGOECVSPIW-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	aromatic compound	unknown	n/a	n/a	Freshwater	M_T2	1	ngL	1.040226	Water
0305_Didecyldimethylammonium	CASRN=20256-56-8	JGFDZZLUDWMUQH-UHFFFAOYSA-N	LC-HRMS	biocide	antimicrobial	QAC	unknown	n/a	n/a	Freshwater	A_R3	15	ngL	0.94	Water
0312_Lauryl diethanolamide	CASRN=120-40-1	AOMUHOFOVNGZAN-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	Freshwater	A_R3	5	ngL	1.821	Water
0312_Lauryl diethanolamide	CASRN=120-40-1	AOMUHOFOVNGZAN-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	Freshwater	M_T2	5	ngL	8.183331	Water
0312_Lauryl diethanolamide	CASRN=120-40-1	AOMUHOFOVNGZAN-UHFFFAOYSA-N	LC-HRMS	personal care and household	surfactant	nonionic surfactant	unknown	n/a	n/a	Freshwater	M_T3	5	ngL	234.568254	Water
0315_p-Toluenesulfonamide	CASRN=70-55-3	LMYRWZFENFIFIT-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	sulfonamide	unknown	n/a	n/a	Freshwater	A_R2	5	ngL	20.873434	Water
0315_p-Toluenesulfonamide	CASRN=70-55-3	LMYRWZFENFIFIT-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	sulfonamide	unknown	n/a	n/a	Freshwater	M_R1	5	ngL	91.297565	Water
0315_p-Toluenesulfonamide	CASRN=70-55-3	LMYRWZFENFIFIT-UHFFFAOYSA-N	LC-HRMS	intermediate	intermediate	sulfonamide	unknown	n/a	n/a	Freshwater	M_T1	5	ngL	145.268575	Water
0319_Tebuconazole	CASRN=107534-96-3	PXMNMQRDXWABCY-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase (erg11/cyp51)	Freshwater	A_R2	0.7	ngL	1.61968	Water
0319_Tebuconazole	CASRN=107534-96-3	PXMNMQRDXWABCY-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase (erg11/cyp51)	Freshwater	M_R1	0.7	ngL	43.049925	Water
0319_Tebuconazole	CASRN=107534-96-3	PXMNMQRDXWABCY-UHFFFAOYSA-N	LC-HRMS	pesticide	fungicide	azole	Sterol biosynthesis inhibition	C14-demethylase inhibition	C14-demethylase (erg11/cyp51)	Freshwater	M_T1	0.7	ngL	4.38074	Water
0320_Thiacloprid	CASRN=111988-49-9	HOKKPVIRMVDYPB-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	neonicotinoide	Neuroactive	nAChR agonist	Nicotinic acetylcholine receptor (nAChR)	Freshwater	A_R1	1	ngL	0.09976	Water
0320_Thiacloprid	CASRN=111988-49-9	HOKKPVIRMVDYPB-UHFFFAOYSA-N	LC-HRMS	pesticide	insecticide	neonicotinoide	Neuroactive	nAChR agonist	Nicotinic acetylcholine receptor (nAChR)	Freshwater	M_R1	1	ngL	1.866272	Water
0321_Tri(butoxyethyl)phosphate	CASRN=78-51-3	WTLBZVNBAKMVDP-UHFFFAOYSA-N	LC-HRMS	polymer additive	plasticizer	organophosphate	unknown	Pregnane X receptor agonist	Pregnane X receptor	Freshwater	A_R3	1	ngL	1.93	Water
